Iso_1_1,Gene_1
Iso_1_1000,Gene_1000
Iso_2_1,Gene_1001
Iso_2_2,Gene_1001
Iso_2_3,Gene_1002
Iso_2_4,Gene_1002
Iso_2_5,Gene_1003
Iso_2_6,Gene_1003
Iso_2_7,Gene_1004
Iso_2_8,Gene_1004
Iso_2_9,Gene_1005
Iso_2_10,Gene_1005
Iso_2_11,Gene_1006
Iso_2_12,Gene_1006
Iso_2_13,Gene_1007
Iso_2_14,Gene_1007
Iso_2_15,Gene_1008
Iso_2_16,Gene_1008
Iso_2_17,Gene_1009
Iso_2_18,Gene_1009
Iso_2_19,Gene_1010
Iso_2_20,Gene_1010
Iso_2_21,Gene_1011
Iso_2_22,Gene_1011
Iso_2_23,Gene_1012
Iso_2_24,Gene_1012
Iso_2_25,Gene_1013
Iso_2_26,Gene_1013
Iso_2_27,Gene_1014
Iso_2_28,Gene_1014
Iso_2_29,Gene_1015
Iso_2_30,Gene_1015
Iso_2_31,Gene_1016
Iso_2_32,Gene_1016
Iso_2_33,Gene_1017
Iso_2_34,Gene_1017
Iso_2_35,Gene_1018
Iso_2_36,Gene_1018
Iso_2_37,Gene_1019
Iso_2_38,Gene_1019
Iso_2_39,Gene_1020
Iso_2_40,Gene_1020
Iso_2_41,Gene_1021
Iso_2_42,Gene_1021
Iso_2_43,Gene_1022
Iso_2_44,Gene_1022
Iso_2_45,Gene_1023
Iso_2_46,Gene_1023
Iso_2_47,Gene_1024
Iso_2_48,Gene_1024
Iso_2_49,Gene_1025
Iso_2_50,Gene_1025
Iso_2_51,Gene_1026
Iso_2_52,Gene_1026
Iso_2_53,Gene_1027
Iso_2_54,Gene_1027
Iso_2_55,Gene_1028
Iso_2_56,Gene_1028
Iso_2_57,Gene_1029
Iso_2_58,Gene_1029
Iso_2_59,Gene_1030
Iso_2_60,Gene_1030
Iso_2_61,Gene_1031
Iso_2_62,Gene_1031
Iso_2_63,Gene_1032
Iso_2_64,Gene_1032
Iso_2_65,Gene_1033
Iso_2_66,Gene_1033
Iso_2_67,Gene_1034
Iso_2_68,Gene_1034
Iso_2_69,Gene_1035
Iso_2_70,Gene_1035
Iso_2_71,Gene_1036
Iso_2_72,Gene_1036
Iso_2_73,Gene_1037
Iso_2_74,Gene_1037
Iso_2_75,Gene_1038
Iso_2_76,Gene_1038
Iso_2_77,Gene_1039
Iso_2_78,Gene_1039
Iso_2_79,Gene_1040
Iso_2_80,Gene_1040
Iso_2_81,Gene_1041
Iso_2_82,Gene_1041
Iso_2_83,Gene_1042
Iso_2_84,Gene_1042
Iso_2_85,Gene_1043
Iso_2_86,Gene_1043
Iso_2_87,Gene_1044
Iso_2_88,Gene_1044
Iso_2_89,Gene_1045
Iso_2_90,Gene_1045
Iso_2_91,Gene_1046
Iso_2_92,Gene_1046
Iso_2_93,Gene_1047
Iso_2_94,Gene_1047
Iso_2_95,Gene_1048
Iso_2_96,Gene_1048
Iso_2_97,Gene_1049
Iso_2_98,Gene_1049
Iso_2_99,Gene_1050
Iso_2_100,Gene_1050
Iso_2_101,Gene_1051
Iso_2_102,Gene_1051
Iso_2_103,Gene_1052
Iso_2_104,Gene_1052
Iso_2_105,Gene_1053
Iso_2_106,Gene_1053
Iso_2_107,Gene_1054
Iso_2_108,Gene_1054
Iso_2_109,Gene_1055
Iso_2_110,Gene_1055
Iso_2_111,Gene_1056
Iso_2_112,Gene_1056
Iso_2_113,Gene_1057
Iso_2_114,Gene_1057
Iso_2_115,Gene_1058
Iso_2_116,Gene_1058
Iso_2_117,Gene_1059
Iso_2_118,Gene_1059
Iso_2_119,Gene_1060
Iso_2_120,Gene_1060
Iso_2_121,Gene_1061
Iso_2_122,Gene_1061
Iso_2_123,Gene_1062
Iso_2_124,Gene_1062
Iso_2_125,Gene_1063
Iso_2_126,Gene_1063
Iso_2_127,Gene_1064
Iso_2_128,Gene_1064
Iso_2_129,Gene_1065
Iso_2_130,Gene_1065
Iso_2_131,Gene_1066
Iso_2_132,Gene_1066
Iso_2_133,Gene_1067
Iso_2_134,Gene_1067
Iso_2_135,Gene_1068
Iso_2_136,Gene_1068
Iso_2_137,Gene_1069
Iso_2_138,Gene_1069
Iso_2_139,Gene_1070
Iso_2_140,Gene_1070
Iso_2_141,Gene_1071
Iso_2_142,Gene_1071
Iso_2_143,Gene_1072
Iso_2_144,Gene_1072
Iso_2_145,Gene_1073
Iso_2_146,Gene_1073
Iso_2_147,Gene_1074
Iso_2_148,Gene_1074
Iso_2_149,Gene_1075
Iso_2_150,Gene_1075
Iso_2_151,Gene_1076
Iso_2_152,Gene_1076
Iso_2_153,Gene_1077
Iso_2_154,Gene_1077
Iso_2_155,Gene_1078
Iso_2_156,Gene_1078
Iso_2_157,Gene_1079
Iso_2_158,Gene_1079
Iso_2_159,Gene_1080
Iso_2_160,Gene_1080
Iso_2_161,Gene_1081
Iso_2_162,Gene_1081
Iso_2_163,Gene_1082
Iso_2_164,Gene_1082
Iso_2_165,Gene_1083
Iso_2_166,Gene_1083
Iso_2_167,Gene_1084
Iso_2_168,Gene_1084
Iso_2_169,Gene_1085
Iso_2_170,Gene_1085
Iso_2_171,Gene_1086
Iso_2_172,Gene_1086
Iso_2_173,Gene_1087
Iso_2_174,Gene_1087
Iso_2_175,Gene_1088
Iso_2_176,Gene_1088
Iso_2_177,Gene_1089
Iso_2_178,Gene_1089
Iso_2_179,Gene_1090
Iso_2_180,Gene_1090
Iso_2_181,Gene_1091
Iso_2_182,Gene_1091
Iso_2_183,Gene_1092
Iso_2_184,Gene_1092
Iso_2_185,Gene_1093
Iso_2_186,Gene_1093
Iso_2_187,Gene_1094
Iso_2_188,Gene_1094
Iso_2_189,Gene_1095
Iso_2_190,Gene_1095
Iso_2_191,Gene_1096
Iso_2_192,Gene_1096
Iso_2_193,Gene_1097
Iso_2_194,Gene_1097
Iso_2_195,Gene_1098
Iso_2_196,Gene_1098
Iso_2_197,Gene_1099
Iso_2_198,Gene_1099
Iso_2_199,Gene_1100
Iso_2_200,Gene_1100
Iso_2_201,Gene_1101
Iso_2_202,Gene_1101
Iso_2_203,Gene_1102
Iso_2_204,Gene_1102
Iso_2_205,Gene_1103
Iso_2_206,Gene_1103
Iso_2_207,Gene_1104
Iso_2_208,Gene_1104
Iso_2_209,Gene_1105
Iso_2_210,Gene_1105
Iso_2_211,Gene_1106
Iso_2_212,Gene_1106
Iso_2_213,Gene_1107
Iso_2_214,Gene_1107
Iso_2_215,Gene_1108
Iso_2_216,Gene_1108
Iso_2_217,Gene_1109
Iso_2_218,Gene_1109
Iso_2_219,Gene_1110
Iso_2_220,Gene_1110
Iso_2_221,Gene_1111
Iso_2_222,Gene_1111
Iso_2_223,Gene_1112
Iso_2_224,Gene_1112
Iso_2_225,Gene_1113
Iso_2_226,Gene_1113
Iso_2_227,Gene_1114
Iso_2_228,Gene_1114
Iso_2_229,Gene_1115
Iso_2_230,Gene_1115
Iso_2_231,Gene_1116
Iso_2_232,Gene_1116
Iso_2_233,Gene_1117
Iso_2_234,Gene_1117
Iso_2_235,Gene_1118
Iso_2_236,Gene_1118
Iso_2_237,Gene_1119
Iso_2_238,Gene_1119
Iso_2_239,Gene_1120
Iso_2_240,Gene_1120
Iso_2_241,Gene_1121
Iso_2_242,Gene_1121
Iso_2_243,Gene_1122
Iso_2_244,Gene_1122
Iso_2_245,Gene_1123
Iso_2_246,Gene_1123
Iso_2_247,Gene_1124
Iso_2_248,Gene_1124
Iso_2_249,Gene_1125
Iso_2_250,Gene_1125
Iso_2_251,Gene_1126
Iso_2_252,Gene_1126
Iso_2_253,Gene_1127
Iso_2_254,Gene_1127
Iso_2_255,Gene_1128
Iso_2_256,Gene_1128
Iso_2_257,Gene_1129
Iso_2_258,Gene_1129
Iso_2_259,Gene_1130
Iso_2_260,Gene_1130
Iso_2_261,Gene_1131
Iso_2_262,Gene_1131
Iso_2_263,Gene_1132
Iso_2_264,Gene_1132
Iso_2_265,Gene_1133
Iso_2_266,Gene_1133
Iso_2_267,Gene_1134
Iso_2_268,Gene_1134
Iso_2_269,Gene_1135
Iso_2_270,Gene_1135
Iso_2_271,Gene_1136
Iso_2_272,Gene_1136
Iso_2_273,Gene_1137
Iso_2_274,Gene_1137
Iso_2_275,Gene_1138
Iso_2_276,Gene_1138
Iso_2_277,Gene_1139
Iso_2_278,Gene_1139
Iso_2_279,Gene_1140
Iso_2_280,Gene_1140
Iso_2_281,Gene_1141
Iso_2_282,Gene_1141
Iso_2_283,Gene_1142
Iso_2_284,Gene_1142
Iso_2_285,Gene_1143
Iso_2_286,Gene_1143
Iso_2_287,Gene_1144
Iso_2_288,Gene_1144
Iso_2_289,Gene_1145
Iso_2_290,Gene_1145
Iso_2_291,Gene_1146
Iso_2_292,Gene_1146
Iso_2_293,Gene_1147
Iso_2_294,Gene_1147
Iso_2_295,Gene_1148
Iso_2_296,Gene_1148
Iso_2_297,Gene_1149
Iso_2_298,Gene_1149
Iso_2_299,Gene_1150
Iso_2_300,Gene_1150
Iso_2_301,Gene_1151
Iso_2_302,Gene_1151
Iso_2_303,Gene_1152
Iso_2_304,Gene_1152
Iso_2_305,Gene_1153
Iso_2_306,Gene_1153
Iso_2_307,Gene_1154
Iso_2_308,Gene_1154
Iso_2_309,Gene_1155
Iso_2_310,Gene_1155
Iso_2_311,Gene_1156
Iso_2_312,Gene_1156
Iso_2_313,Gene_1157
Iso_2_314,Gene_1157
Iso_2_315,Gene_1158
Iso_2_316,Gene_1158
Iso_2_317,Gene_1159
Iso_2_318,Gene_1159
Iso_2_319,Gene_1160
Iso_2_320,Gene_1160
Iso_2_321,Gene_1161
Iso_2_322,Gene_1161
Iso_2_323,Gene_1162
Iso_2_324,Gene_1162
Iso_2_325,Gene_1163
Iso_2_326,Gene_1163
Iso_2_327,Gene_1164
Iso_2_328,Gene_1164
Iso_2_329,Gene_1165
Iso_2_330,Gene_1165
Iso_2_331,Gene_1166
Iso_2_332,Gene_1166
Iso_2_333,Gene_1167
Iso_2_334,Gene_1167
Iso_2_335,Gene_1168
Iso_2_336,Gene_1168
Iso_2_337,Gene_1169
Iso_2_338,Gene_1169
Iso_2_339,Gene_1170
Iso_2_340,Gene_1170
Iso_2_341,Gene_1171
Iso_2_342,Gene_1171
Iso_2_343,Gene_1172
Iso_2_344,Gene_1172
Iso_2_345,Gene_1173
Iso_2_346,Gene_1173
Iso_2_347,Gene_1174
Iso_2_348,Gene_1174
Iso_2_349,Gene_1175
Iso_2_350,Gene_1175
Iso_2_351,Gene_1176
Iso_2_352,Gene_1176
Iso_2_353,Gene_1177
Iso_2_354,Gene_1177
Iso_2_355,Gene_1178
Iso_2_356,Gene_1178
Iso_2_357,Gene_1179
Iso_2_358,Gene_1179
Iso_2_359,Gene_1180
Iso_2_360,Gene_1180
Iso_2_361,Gene_1181
Iso_2_362,Gene_1181
Iso_2_363,Gene_1182
Iso_2_364,Gene_1182
Iso_2_365,Gene_1183
Iso_2_366,Gene_1183
Iso_2_367,Gene_1184
Iso_2_368,Gene_1184
Iso_2_369,Gene_1185
Iso_2_370,Gene_1185
Iso_2_371,Gene_1186
Iso_2_372,Gene_1186
Iso_2_373,Gene_1187
Iso_2_374,Gene_1187
Iso_2_375,Gene_1188
Iso_2_376,Gene_1188
Iso_2_377,Gene_1189
Iso_2_378,Gene_1189
Iso_2_379,Gene_1190
Iso_2_380,Gene_1190
Iso_2_381,Gene_1191
Iso_2_382,Gene_1191
Iso_2_383,Gene_1192
Iso_2_384,Gene_1192
Iso_2_385,Gene_1193
Iso_2_386,Gene_1193
Iso_2_387,Gene_1194
Iso_2_388,Gene_1194
Iso_2_389,Gene_1195
Iso_2_390,Gene_1195
Iso_2_391,Gene_1196
Iso_2_392,Gene_1196
Iso_2_393,Gene_1197
Iso_2_394,Gene_1197
Iso_2_395,Gene_1198
Iso_2_396,Gene_1198
Iso_2_397,Gene_1199
Iso_2_398,Gene_1199
Iso_2_399,Gene_1200
Iso_2_400,Gene_1200
Iso_2_401,Gene_1201
Iso_2_402,Gene_1201
Iso_2_403,Gene_1202
Iso_2_404,Gene_1202
Iso_2_405,Gene_1203
Iso_2_406,Gene_1203
Iso_2_407,Gene_1204
Iso_2_408,Gene_1204
Iso_2_409,Gene_1205
Iso_2_410,Gene_1205
Iso_2_411,Gene_1206
Iso_2_412,Gene_1206
Iso_2_413,Gene_1207
Iso_2_414,Gene_1207
Iso_2_415,Gene_1208
Iso_2_416,Gene_1208
Iso_2_417,Gene_1209
Iso_2_418,Gene_1209
Iso_2_419,Gene_1210
Iso_2_420,Gene_1210
Iso_2_421,Gene_1211
Iso_2_422,Gene_1211
Iso_2_423,Gene_1212
Iso_2_424,Gene_1212
Iso_2_425,Gene_1213
Iso_2_426,Gene_1213
Iso_2_427,Gene_1214
Iso_2_428,Gene_1214
Iso_2_429,Gene_1215
Iso_2_430,Gene_1215
Iso_2_431,Gene_1216
Iso_2_432,Gene_1216
Iso_2_433,Gene_1217
Iso_2_434,Gene_1217
Iso_2_435,Gene_1218
Iso_2_436,Gene_1218
Iso_2_437,Gene_1219
Iso_2_438,Gene_1219
Iso_2_439,Gene_1220
Iso_2_440,Gene_1220
Iso_2_441,Gene_1221
Iso_2_442,Gene_1221
Iso_2_443,Gene_1222
Iso_2_444,Gene_1222
Iso_2_445,Gene_1223
Iso_2_446,Gene_1223
Iso_2_447,Gene_1224
Iso_2_448,Gene_1224
Iso_2_449,Gene_1225
Iso_2_450,Gene_1225
Iso_2_451,Gene_1226
Iso_2_452,Gene_1226
Iso_2_453,Gene_1227
Iso_2_454,Gene_1227
Iso_2_455,Gene_1228
Iso_2_456,Gene_1228
Iso_2_457,Gene_1229
Iso_2_458,Gene_1229
Iso_2_459,Gene_1230
Iso_2_460,Gene_1230
Iso_2_461,Gene_1231
Iso_2_462,Gene_1231
Iso_2_463,Gene_1232
Iso_2_464,Gene_1232
Iso_2_465,Gene_1233
Iso_2_466,Gene_1233
Iso_2_467,Gene_1234
Iso_2_468,Gene_1234
Iso_2_469,Gene_1235
Iso_2_470,Gene_1235
Iso_2_471,Gene_1236
Iso_2_472,Gene_1236
Iso_2_473,Gene_1237
Iso_2_474,Gene_1237
Iso_2_475,Gene_1238
Iso_2_476,Gene_1238
Iso_2_477,Gene_1239
Iso_2_478,Gene_1239
Iso_2_479,Gene_1240
Iso_2_480,Gene_1240
Iso_2_481,Gene_1241
Iso_2_482,Gene_1241
Iso_2_483,Gene_1242
Iso_2_484,Gene_1242
Iso_2_485,Gene_1243
Iso_2_486,Gene_1243
Iso_2_487,Gene_1244
Iso_2_488,Gene_1244
Iso_2_489,Gene_1245
Iso_2_490,Gene_1245
Iso_2_491,Gene_1246
Iso_2_492,Gene_1246
Iso_2_493,Gene_1247
Iso_2_494,Gene_1247
Iso_2_495,Gene_1248
Iso_2_496,Gene_1248
Iso_2_497,Gene_1249
Iso_2_498,Gene_1249
Iso_2_499,Gene_1250
Iso_2_500,Gene_1250
Iso_2_501,Gene_1251
Iso_2_502,Gene_1251
Iso_2_503,Gene_1252
Iso_2_504,Gene_1252
Iso_2_505,Gene_1253
Iso_2_506,Gene_1253
Iso_2_507,Gene_1254
Iso_2_508,Gene_1254
Iso_2_509,Gene_1255
Iso_2_510,Gene_1255
Iso_2_511,Gene_1256
Iso_2_512,Gene_1256
Iso_2_513,Gene_1257
Iso_2_514,Gene_1257
Iso_2_515,Gene_1258
Iso_2_516,Gene_1258
Iso_2_517,Gene_1259
Iso_2_518,Gene_1259
Iso_2_519,Gene_1260
Iso_2_520,Gene_1260
Iso_2_521,Gene_1261
Iso_2_522,Gene_1261
Iso_2_523,Gene_1262
Iso_2_524,Gene_1262
Iso_2_525,Gene_1263
Iso_2_526,Gene_1263
Iso_2_527,Gene_1264
Iso_2_528,Gene_1264
Iso_2_529,Gene_1265
Iso_2_530,Gene_1265
Iso_2_531,Gene_1266
Iso_2_532,Gene_1266
Iso_2_533,Gene_1267
Iso_2_534,Gene_1267
Iso_2_535,Gene_1268
Iso_2_536,Gene_1268
Iso_2_537,Gene_1269
Iso_2_538,Gene_1269
Iso_2_539,Gene_1270
Iso_2_540,Gene_1270
Iso_2_541,Gene_1271
Iso_2_542,Gene_1271
Iso_2_543,Gene_1272
Iso_2_544,Gene_1272
Iso_2_545,Gene_1273
Iso_2_546,Gene_1273
Iso_2_547,Gene_1274
Iso_2_548,Gene_1274
Iso_2_549,Gene_1275
Iso_2_550,Gene_1275
Iso_2_551,Gene_1276
Iso_2_552,Gene_1276
Iso_2_553,Gene_1277
Iso_2_554,Gene_1277
Iso_2_555,Gene_1278
Iso_2_556,Gene_1278
Iso_2_557,Gene_1279
Iso_2_558,Gene_1279
Iso_2_559,Gene_1280
Iso_2_560,Gene_1280
Iso_2_561,Gene_1281
Iso_2_562,Gene_1281
Iso_2_563,Gene_1282
Iso_2_564,Gene_1282
Iso_2_565,Gene_1283
Iso_2_566,Gene_1283
Iso_2_567,Gene_1284
Iso_2_568,Gene_1284
Iso_2_569,Gene_1285
Iso_2_570,Gene_1285
Iso_2_571,Gene_1286
Iso_2_572,Gene_1286
Iso_2_573,Gene_1287
Iso_2_574,Gene_1287
Iso_2_575,Gene_1288
Iso_2_576,Gene_1288
Iso_2_577,Gene_1289
Iso_2_578,Gene_1289
Iso_2_579,Gene_1290
Iso_2_580,Gene_1290
Iso_2_581,Gene_1291
Iso_2_582,Gene_1291
Iso_2_583,Gene_1292
Iso_2_584,Gene_1292
Iso_2_585,Gene_1293
Iso_2_586,Gene_1293
Iso_2_587,Gene_1294
Iso_2_588,Gene_1294
Iso_2_589,Gene_1295
Iso_2_590,Gene_1295
Iso_2_591,Gene_1296
Iso_2_592,Gene_1296
Iso_2_593,Gene_1297
Iso_2_594,Gene_1297
Iso_2_595,Gene_1298
Iso_2_596,Gene_1298
Iso_2_597,Gene_1299
Iso_2_598,Gene_1299
Iso_2_599,Gene_1300
Iso_2_600,Gene_1300
Iso_2_601,Gene_1301
Iso_2_602,Gene_1301
Iso_2_603,Gene_1302
Iso_2_604,Gene_1302
Iso_2_605,Gene_1303
Iso_2_606,Gene_1303
Iso_2_607,Gene_1304
Iso_2_608,Gene_1304
Iso_2_609,Gene_1305
Iso_2_610,Gene_1305
Iso_2_611,Gene_1306
Iso_2_612,Gene_1306
Iso_2_613,Gene_1307
Iso_2_614,Gene_1307
Iso_2_615,Gene_1308
Iso_2_616,Gene_1308
Iso_2_617,Gene_1309
Iso_2_618,Gene_1309
Iso_2_619,Gene_1310
Iso_2_620,Gene_1310
Iso_2_621,Gene_1311
Iso_2_622,Gene_1311
Iso_2_623,Gene_1312
Iso_2_624,Gene_1312
Iso_2_625,Gene_1313
Iso_2_626,Gene_1313
Iso_2_627,Gene_1314
Iso_2_628,Gene_1314
Iso_2_629,Gene_1315
Iso_2_630,Gene_1315
Iso_2_631,Gene_1316
Iso_2_632,Gene_1316
Iso_2_633,Gene_1317
Iso_2_634,Gene_1317
Iso_2_635,Gene_1318
Iso_2_636,Gene_1318
Iso_2_637,Gene_1319
Iso_2_638,Gene_1319
Iso_2_639,Gene_1320
Iso_2_640,Gene_1320
Iso_2_641,Gene_1321
Iso_2_642,Gene_1321
Iso_2_643,Gene_1322
Iso_2_644,Gene_1322
Iso_2_645,Gene_1323
Iso_2_646,Gene_1323
Iso_2_647,Gene_1324
Iso_2_648,Gene_1324
Iso_2_649,Gene_1325
Iso_2_650,Gene_1325
Iso_2_651,Gene_1326
Iso_2_652,Gene_1326
Iso_2_653,Gene_1327
Iso_2_654,Gene_1327
Iso_2_655,Gene_1328
Iso_2_656,Gene_1328
Iso_2_657,Gene_1329
Iso_2_658,Gene_1329
Iso_2_659,Gene_1330
Iso_2_660,Gene_1330
Iso_2_661,Gene_1331
Iso_2_662,Gene_1331
Iso_2_663,Gene_1332
Iso_2_664,Gene_1332
Iso_2_665,Gene_1333
Iso_2_666,Gene_1333
Iso_2_667,Gene_1334
Iso_2_668,Gene_1334
Iso_2_669,Gene_1335
Iso_2_670,Gene_1335
Iso_2_671,Gene_1336
Iso_2_672,Gene_1336
Iso_2_673,Gene_1337
Iso_2_674,Gene_1337
Iso_2_675,Gene_1338
Iso_2_676,Gene_1338
Iso_2_677,Gene_1339
Iso_2_678,Gene_1339
Iso_2_679,Gene_1340
Iso_2_680,Gene_1340
Iso_2_681,Gene_1341
Iso_2_682,Gene_1341
Iso_2_683,Gene_1342
Iso_2_684,Gene_1342
Iso_2_685,Gene_1343
Iso_2_686,Gene_1343
Iso_2_687,Gene_1344
Iso_2_688,Gene_1344
Iso_2_689,Gene_1345
Iso_2_690,Gene_1345
Iso_2_691,Gene_1346
Iso_2_692,Gene_1346
Iso_2_693,Gene_1347
Iso_2_694,Gene_1347
Iso_2_695,Gene_1348
Iso_2_696,Gene_1348
Iso_2_697,Gene_1349
Iso_2_698,Gene_1349
Iso_2_699,Gene_1350
Iso_2_700,Gene_1350
Iso_2_701,Gene_1351
Iso_2_702,Gene_1351
Iso_2_703,Gene_1352
Iso_2_704,Gene_1352
Iso_2_705,Gene_1353
Iso_2_706,Gene_1353
Iso_2_707,Gene_1354
Iso_2_708,Gene_1354
Iso_2_709,Gene_1355
Iso_2_710,Gene_1355
Iso_2_711,Gene_1356
Iso_2_712,Gene_1356
Iso_2_713,Gene_1357
Iso_2_714,Gene_1357
Iso_2_715,Gene_1358
Iso_2_716,Gene_1358
Iso_2_717,Gene_1359
Iso_2_718,Gene_1359
Iso_2_719,Gene_1360
Iso_2_720,Gene_1360
Iso_2_721,Gene_1361
Iso_2_722,Gene_1361
Iso_2_723,Gene_1362
Iso_2_724,Gene_1362
Iso_2_725,Gene_1363
Iso_2_726,Gene_1363
Iso_2_727,Gene_1364
Iso_2_728,Gene_1364
Iso_2_729,Gene_1365
Iso_2_730,Gene_1365
Iso_2_731,Gene_1366
Iso_2_732,Gene_1366
Iso_2_733,Gene_1367
Iso_2_734,Gene_1367
Iso_2_735,Gene_1368
Iso_2_736,Gene_1368
Iso_2_737,Gene_1369
Iso_2_738,Gene_1369
Iso_2_739,Gene_1370
Iso_2_740,Gene_1370
Iso_2_741,Gene_1371
Iso_2_742,Gene_1371
Iso_2_743,Gene_1372
Iso_2_744,Gene_1372
Iso_2_745,Gene_1373
Iso_2_746,Gene_1373
Iso_2_747,Gene_1374
Iso_2_748,Gene_1374
Iso_2_749,Gene_1375
Iso_2_750,Gene_1375
Iso_2_751,Gene_1376
Iso_2_752,Gene_1376
Iso_2_753,Gene_1377
Iso_2_754,Gene_1377
Iso_2_755,Gene_1378
Iso_2_756,Gene_1378
Iso_2_757,Gene_1379
Iso_2_758,Gene_1379
Iso_2_759,Gene_1380
Iso_2_760,Gene_1380
Iso_2_761,Gene_1381
Iso_2_762,Gene_1381
Iso_2_763,Gene_1382
Iso_2_764,Gene_1382
Iso_2_765,Gene_1383
Iso_2_766,Gene_1383
Iso_2_767,Gene_1384
Iso_2_768,Gene_1384
Iso_2_769,Gene_1385
Iso_2_770,Gene_1385
Iso_2_771,Gene_1386
Iso_2_772,Gene_1386
Iso_2_773,Gene_1387
Iso_2_774,Gene_1387
Iso_2_775,Gene_1388
Iso_2_776,Gene_1388
Iso_2_777,Gene_1389
Iso_2_778,Gene_1389
Iso_2_779,Gene_1390
Iso_2_780,Gene_1390
Iso_2_781,Gene_1391
Iso_2_782,Gene_1391
Iso_2_783,Gene_1392
Iso_2_784,Gene_1392
Iso_2_785,Gene_1393
Iso_2_786,Gene_1393
Iso_2_787,Gene_1394
Iso_2_788,Gene_1394
Iso_2_789,Gene_1395
Iso_2_790,Gene_1395
Iso_2_791,Gene_1396
Iso_2_792,Gene_1396
Iso_2_793,Gene_1397
Iso_2_794,Gene_1397
Iso_2_795,Gene_1398
Iso_2_796,Gene_1398
Iso_2_797,Gene_1399
Iso_2_798,Gene_1399
Iso_2_799,Gene_1400
Iso_2_800,Gene_1400
Iso_2_801,Gene_1401
Iso_2_802,Gene_1401
Iso_2_803,Gene_1402
Iso_2_804,Gene_1402
Iso_2_805,Gene_1403
Iso_2_806,Gene_1403
Iso_2_807,Gene_1404
Iso_2_808,Gene_1404
Iso_2_809,Gene_1405
Iso_2_810,Gene_1405
Iso_2_811,Gene_1406
Iso_2_812,Gene_1406
Iso_2_813,Gene_1407
Iso_2_814,Gene_1407
Iso_2_815,Gene_1408
Iso_2_816,Gene_1408
Iso_2_817,Gene_1409
Iso_2_818,Gene_1409
Iso_2_819,Gene_1410
Iso_2_820,Gene_1410
Iso_2_821,Gene_1411
Iso_2_822,Gene_1411
Iso_2_823,Gene_1412
Iso_2_824,Gene_1412
Iso_2_825,Gene_1413
Iso_2_826,Gene_1413
Iso_2_827,Gene_1414
Iso_2_828,Gene_1414
Iso_2_829,Gene_1415
Iso_2_830,Gene_1415
Iso_2_831,Gene_1416
Iso_2_832,Gene_1416
Iso_2_833,Gene_1417
Iso_2_834,Gene_1417
Iso_2_835,Gene_1418
Iso_2_836,Gene_1418
Iso_2_837,Gene_1419
Iso_2_838,Gene_1419
Iso_2_839,Gene_1420
Iso_2_840,Gene_1420
Iso_2_841,Gene_1421
Iso_2_842,Gene_1421
Iso_2_843,Gene_1422
Iso_2_844,Gene_1422
Iso_2_845,Gene_1423
Iso_2_846,Gene_1423
Iso_2_847,Gene_1424
Iso_2_848,Gene_1424
Iso_2_849,Gene_1425
Iso_2_850,Gene_1425
Iso_2_851,Gene_1426
Iso_2_852,Gene_1426
Iso_2_853,Gene_1427
Iso_2_854,Gene_1427
Iso_2_855,Gene_1428
Iso_2_856,Gene_1428
Iso_2_857,Gene_1429
Iso_2_858,Gene_1429
Iso_2_859,Gene_1430
Iso_2_860,Gene_1430
Iso_2_861,Gene_1431
Iso_2_862,Gene_1431
Iso_2_863,Gene_1432
Iso_2_864,Gene_1432
Iso_2_865,Gene_1433
Iso_2_866,Gene_1433
Iso_2_867,Gene_1434
Iso_2_868,Gene_1434
Iso_2_869,Gene_1435
Iso_2_870,Gene_1435
Iso_2_871,Gene_1436
Iso_2_872,Gene_1436
Iso_2_873,Gene_1437
Iso_2_874,Gene_1437
Iso_2_875,Gene_1438
Iso_2_876,Gene_1438
Iso_2_877,Gene_1439
Iso_2_878,Gene_1439
Iso_2_879,Gene_1440
Iso_2_880,Gene_1440
Iso_2_881,Gene_1441
Iso_2_882,Gene_1441
Iso_2_883,Gene_1442
Iso_2_884,Gene_1442
Iso_2_885,Gene_1443
Iso_2_886,Gene_1443
Iso_2_887,Gene_1444
Iso_2_888,Gene_1444
Iso_2_889,Gene_1445
Iso_2_890,Gene_1445
Iso_2_891,Gene_1446
Iso_2_892,Gene_1446
Iso_2_893,Gene_1447
Iso_2_894,Gene_1447
Iso_2_895,Gene_1448
Iso_2_896,Gene_1448
Iso_2_897,Gene_1449
Iso_2_898,Gene_1449
Iso_2_899,Gene_1450
Iso_2_900,Gene_1450
Iso_2_901,Gene_1451
Iso_2_902,Gene_1451
Iso_2_903,Gene_1452
Iso_2_904,Gene_1452
Iso_2_905,Gene_1453
Iso_2_906,Gene_1453
Iso_2_907,Gene_1454
Iso_2_908,Gene_1454
Iso_2_909,Gene_1455
Iso_2_910,Gene_1455
Iso_2_911,Gene_1456
Iso_2_912,Gene_1456
Iso_2_913,Gene_1457
Iso_2_914,Gene_1457
Iso_2_915,Gene_1458
Iso_2_916,Gene_1458
Iso_2_917,Gene_1459
Iso_2_918,Gene_1459
Iso_2_919,Gene_1460
Iso_2_920,Gene_1460
Iso_2_921,Gene_1461
Iso_2_922,Gene_1461
Iso_2_923,Gene_1462
Iso_2_924,Gene_1462
Iso_2_925,Gene_1463
Iso_2_926,Gene_1463
Iso_2_927,Gene_1464
Iso_2_928,Gene_1464
Iso_2_929,Gene_1465
Iso_2_930,Gene_1465
Iso_2_931,Gene_1466
